Order ID,Start Northing,Start Easting,End Northing,End Easting
1,185648.81,520386.09,190422.15,519088.25
2,185658.7,520531.03,183837.25,523130.85
3,180193.93,550041.28,177395.82,547010.81
4,182781.49,546601.21,182777.78,549271.22
5,196826.63,536790.04,193345.79,531341.73
6,196826.63,536790.04,193832.61,527481.96
7,180193.93,550041.28,175192.5,547348.04
8,179513.55,507871.84,187542.29,509114.62
9,182049.78,538402.03,175648.56,541806.89
10,185648.81,520386.09,186630.64,517963.05
11,182097.0,538419.42,183466.93,539889.56
12,185658.7,520531.03,194049.39,526483.5
13,196826.63,536790.04,192541.08,540544.08
14,179908.41,533781.95,179365.59,533465.27
15,182049.78,538402.03,182391.79,536540.25
16,185658.7,520531.03,186854.84,522733.24
17,185658.7,520531.03,189864.26,521783.51
18,182781.49,546601.21,182193.31,546040.14
19,182084.59,533269.42,183761.93,530840.29
20,196826.63,536790.04,193205.11,532930.86
21,182097.0,538419.42,186902.29,537857.15
22,165727.01,530631.31,172189.5,528760.98
23,179908.41,533781.95,177359.89,530495.63
24,182084.59,533269.42,189646.43,533666.13
25,164142.21,530990.34,162884.67,525514.03
26,185658.7,520531.03,181723.23,521523.1
27,185648.81,520386.09,191024.77,517096.41
28,165727.01,530631.31,170360.4,536324.5
29,182049.78,538402.03,176856.11,539240.42
30,165727.01,530631.31,173050.47,530827.95
31,165727.01,530631.31,168920.16,518204.36
32,179513.55,507871.84,180845.22,512118.15
33,185648.81,520386.09,186951.41,519658.02
34,182097.0,538419.42,182742.23,538068.85
35,179513.55,507871.84,173749.35,507521.14
36,165727.01,530631.31,165876.28,530656.12
37,182084.59,533269.42,185379.52,528464.04
38,182049.78,538402.03,176455.74,538300.32
39,196826.63,536790.04,196567.93,529271.12
40,165727.01,530631.31,171268.98,527553.86
41,182781.49,546601.21,185386.12,544071.78
42,165727.01,530631.31,171018.6,534851.07
43,196826.63,536790.04,190630.75,539112.81
44,164142.21,530990.34,160167.47,533447.58
45,165727.01,530631.31,170176.63,527831.4
46,182084.59,533269.42,189581.17,532275.02
47,165418.73,530850.99,167901.04,534272.15
48,182084.59,533269.42,186226.18,533619.35
49,182097.0,538419.42,187035.16,539421.96
50,182781.49,546601.21,187707.9,552378.24
51,167766.96,546937.62,173168.6,546712.99
52,182084.59,533269.42,182422.32,527880.12
53,182097.0,538419.42,189325.19,537949.11
54,167766.96,546937.62,170402.47,540490.75
55,182084.59,533269.42,186877.18,532053.51
56,180193.93,550041.28,189360.68,558058.19
57,167766.96,546937.62,173500.3,544584.96
58,165727.01,530631.31,168616.89,532970.51
59,179513.55,507871.84,173105.57,514228.14
60,165727.01,530631.31,170112.33,527124.19
61,182084.59,533269.42,182339.59,530163.75
62,179513.55,507871.84,182784.48,510590.46
63,167766.96,546937.62,167502.74,540111.58
64,179908.41,533781.95,174269.93,535804.9
65,185648.81,520386.09,192071.1,519922.02
66,182097.0,538419.42,181622.45,541851.75
67,182781.49,546601.21,184733.84,545855.11
68,196826.63,536790.04,197567.37,530532.59
69,165727.01,530631.31,167544.33,529704.65
70,180193.93,550041.28,189825.64,557731.33
71,182781.49,546601.21,193744.25,548481.4
72,180193.93,550041.28,174519.07,550076.06
73,167766.96,546937.62,168627.21,539673.65
74,182781.49,546601.21,185721.33,549161.84
75,179908.41,533781.95,181412.98,535659.89
76,179513.55,507871.84,170061.12,514803.94
77,185648.81,520386.09,186301.79,517512.97
78,185648.81,520386.09,181962.5,519956.97
79,179908.41,533781.95,176276.44,534432.35
80,179908.41,533781.95,178897.41,530656.26
81,180193.93,550041.28,188476.34,554390.85
82,165727.01,530631.31,167100.01,525104.6
83,179513.55,507871.84,171213.15,509281.1
84,182084.59,533269.42,187052.58,533744.39
85,182049.78,538402.03,179227.85,537837.53
86,179513.55,507871.84,176438.07,513929.57
87,179908.41,533781.95,175417.95,532830.35
88,185648.81,520386.09,185990.7,513054.39
89,182084.59,533269.42,184200.81,533886.13
90,182084.59,533269.42,187948.05,530347.83
91,182084.59,533269.42,184427.91,532607.74
92,164142.21,530990.34,155938.57,531353.67
93,185658.7,520531.03,189588.44,520883.87
94,185648.81,520386.09,184453.9,519268.69
95,196826.63,536790.04,189892.12,540459.81
96,182097.0,538419.42,185397.61,537663.22
97,185658.7,520531.03,185160.61,522372.8
98,179908.41,533781.95,180979.46,534178.01
99,182097.0,538419.42,188798.6,536269.27
100,179513.55,507871.84,174941.36,510819.65
101,165727.01,530631.31,169469.4,528066.23
102,182097.0,538419.42,187609.36,540963.52
103,180193.93,550041.28,186024.26,560550.31
104,185648.81,520386.09,191618.95,513724.61
105,165727.01,530631.31,166221.83,523494.44
106,182097.0,538419.42,185450.16,538330.59
107,185648.81,520386.09,190813.34,514110.05
108,167766.96,546937.62,172234.58,542641.16
109,185648.81,520386.09,183277.1,518409.14
110,165727.01,530631.31,164573.88,522772.88
111,179513.55,507871.84,172870.41,510128.18
112,182781.49,546601.21,193569.97,547555.29
113,165418.73,530850.99,166089.79,536817.6
114,167766.96,546937.62,172945.78,541921.08
115,185648.81,520386.09,191336.18,515064.44
116,165727.01,530631.31,170571.12,526797.31
117,185648.81,520386.09,185117.06,518892.4
118,165727.01,530631.31,168656.55,526733.54
119,182781.49,546601.21,180031.73,545133.66
120,182781.49,546601.21,191180.72,551946.82
121,182781.49,546601.21,189383.89,549028.19
122,182084.59,533269.42,186245.66,530333.26
123,179513.55,507871.84,175395.94,513064.91
124,165727.01,530631.31,171069.51,530166.65
125,182084.59,533269.42,181634.85,533377.34
126,180193.93,550041.28,181907.57,549422.85
127,165727.01,530631.31,173679.2,522159.03
128,165727.01,530631.31,161706.81,516536.27
129,182781.49,546601.21,189718.6,542945.57
130,182097.0,538419.42,186422.39,538441.35
131,179513.55,507871.84,179772.28,506625.18
132,180193.93,550041.28,186814.83,553285.47
133,180193.93,550041.28,181750.68,551174.93
134,182084.59,533269.42,183642.4,530339.8
135,180193.93,550041.28,184027.62,557704.81
136,179513.55,507871.84,177466.05,512945.66
137,182084.59,533269.42,184548.19,529238.99
138,165727.01,530631.31,172056.03,526173.42
139,185648.81,520386.09,184917.2,513985.9
140,182084.59,533269.42,181971.58,527437.24
141,196826.63,536790.04,190517.53,532858.81
142,179513.55,507871.84,172100.2,510505.33
143,182781.49,546601.21,176594.22,543680.17
144,180193.93,550041.28,179586.71,546955.46
145,182049.78,538402.03,175968.05,541091.67
146,180193.93,550041.28,177694.21,551989.31
147,182097.0,538419.42,185168.05,539937.89
148,185658.7,520531.03,195116.4,519815.47
149,182084.59,533269.42,186816.73,533946.32
150,180193.93,550041.28,174912.56,548796.9
151,185658.7,520531.03,188054.97,523731.52
152,185658.7,520531.03,187344.88,524192.74
153,182049.78,538402.03,182358.43,536070.17
154,185648.81,520386.09,186837.42,520031.31
